sme_id,year,state,sector,size_category,annual_revenue_ngn,innovations_adopted,innovation_intensity,constraints_faced,constraint_severity,revenue_growth_rate,profitability_rate,employee_growth_rate,digital_readiness_score,access_to_finance,government_support,num_employees,years_in_operation,export_orientation,formal_registration
12547,2018,Ondo,Transportation,Micro (1-9),132513.07,Digital Marketing; IoT Solutions; Telemedicine; Cloud Computing; Social Media Marketing,0.312,Limited R&D Investment; High Internet Costs,2.7,19.62,18.09,25.31,5.0,Easy,Minimal,57,17,Yes,No
12548,2018,Sokoto,Healthcare,Micro (1-9),134730.34,CRM Systems; Social Media Marketing,0.125,Technical Skills Gap; Limited Technical Support; Access to Credit; Talent Acquisition; Financial Constraints; Technology Infrastructure; Infrastructure Limitations; Limited R&D Investment,3.3,-6.94,7.02,8.69,3.86,Moderate,None,57,1,No,No
12549,2018,Kogi,Construction,Medium (50-249),4339797.23,Financial Technology,0.062,Financial Constraints; Limited R&D Investment; Technical Skills Gap; Technology Infrastructure; Limited Technical Support; Government Policy Uncertainty; Talent Acquisition; Regulatory Barriers,4.14,-3.51,14.41,13.0,5.0,Difficult,Minimal,221,16,No,No
12550,2018,Ondo,Food & Beverage,Micro (1-9),856060.8,Digital Marketing; Data Analytics; Social Media Marketing; Online Learning Platform,0.25,Government Policy Uncertainty; Technical Skills Gap; Talent Acquisition; Technology Infrastructure,3.7,11.89,-1.39,2.9,1.02,Moderate,None,32,5,No,Yes
12551,2018,Abia,Technology,Micro (1-9),165756.04,,0.0,Limited R&D Investment; Technology Infrastructure,1.24,-1.29,1.08,5.08,5.0,Moderate,Moderate,49,3,No,Yes
12552,2018,Gombe,Services,Small (10-49),2822342.45,Cloud Computing; Supply Chain Management; Mobile Payment System; E-commerce Platform; Online Learning Platform,0.312,Limited R&D Investment; Regulatory Barriers; Infrastructure Limitations; Government Policy Uncertainty; Competition from Large Firms; Technology Infrastructure,3.82,22.08,29.66,12.64,1.63,Easy,Minimal,37,19,No,Yes
12553,2018,Nasarawa,Healthcare,Small (10-49),3330675.7,AI/ML Tools,0.062,Technology Infrastructure; Competition from Large Firms; Access to Credit; Financial Constraints; Power Supply Issues,2.91,-21.16,4.79,34.67,1.49,Difficult,None,212,19,Yes,Yes
12554,2018,Zamfara,Tourism,Micro (1-9),587280.4,Digital Marketing; CRM Systems; Financial Technology,0.188,Access to Credit; Digital Literacy; Regulatory Barriers; Limited Technical Support; High Internet Costs; Technical Skills Gap; Infrastructure Limitations,3.63,14.45,15.49,16.26,5.0,Difficult,None,157,19,No,No
12555,2018,Adamawa,Manufacturing,Micro (1-9),28698.37,Cloud Computing; Automation Software; AI/ML Tools; Online Learning Platform; Supply Chain Management,0.312,Market Access; Limited Technical Support; Regulatory Barriers,3.92,21.46,16.24,1.69,4.42,Moderate,None,230,11,No,Yes
12556,2018,Plateau,Mining,Micro (1-9),213964.54,,0.0,Digital Literacy; Infrastructure Limitations; Technology Infrastructure; Limited R&D Investment; Power Supply Issues; Government Policy Uncertainty; Technical Skills Gap; Competition from Large Firms,1.44,-0.83,15.7,7.71,1.82,Moderate,Moderate,2,24,Yes,No
12557,2018,Ogun,Tourism,Micro (1-9),844197.77,Cloud Computing; Automation Software,0.125,Digital Literacy; Talent Acquisition; Technical Skills Gap; Regulatory Barriers; Limited R&D Investment; Market Access; Government Policy Uncertainty,1.19,-0.5,3.8,-7.93,3.63,Moderate,Significant,185,14,Yes,No
12558,2018,Ogun,Healthcare,Small (10-49),2546640.11,E-commerce Platform; Financial Technology; Telemedicine; Digital Marketing,0.25,Digital Literacy; Government Policy Uncertainty; Limited R&D Investment; Regulatory Barriers; High Internet Costs; Technology Infrastructure,2.97,11.13,6.4,18.69,1.15,Difficult,Minimal,139,15,Yes,No
12559,2018,Ondo,Healthcare,Micro (1-9),158539.58,,0.0,High Internet Costs; Market Access,3.67,2.32,27.27,11.84,2.16,Difficult,Minimal,158,20,No,Yes
12560,2018,FCT,Real Estate,Micro (1-9),294737.66,,0.0,Limited Technical Support; Technical Skills Gap; Infrastructure Limitations; Competition from Large Firms,2.11,6.02,16.49,-10.34,3.74,Moderate,None,119,24,No,No
12561,2018,Yobe,Services,Micro (1-9),48426.24,Smart Agriculture; AI/ML Tools; Supply Chain Management; CRM Systems; Social Media Marketing,0.312,High Internet Costs; Access to Credit,1.8,3.89,9.75,17.85,4.64,Very Difficult,Minimal,23,10,Yes,Yes
12562,2018,Plateau,Retail,Micro (1-9),192307.12,Mobile Payment System; Online Learning Platform,0.125,Digital Literacy; High Internet Costs; Access to Credit,4.13,18.83,22.14,-21.99,5.0,Moderate,Minimal,170,5,Yes,Yes
12563,2018,Gombe,Financial Services,Small (10-49),201586.96,IoT Solutions; Mobile Payment System; Blockchain Technology; Data Analytics; E-commerce Platform,0.312,Government Policy Uncertainty,3.68,-3.75,11.41,-13.35,4.17,Moderate,None,190,1,No,Yes
12564,2018,Enugu,Construction,Small (10-49),633693.06,Smart Agriculture; Cloud Computing; IoT Solutions; AI/ML Tools; Financial Technology,0.312,High Internet Costs,3.08,8.16,18.12,27.2,1.0,Moderate,Minimal,144,23,No,No
12565,2018,Ondo,Retail,Micro (1-9),332749.22,Mobile Payment System,0.062,Talent Acquisition; Technical Skills Gap; Regulatory Barriers; Financial Constraints,3.29,-3.3,2.16,8.97,1.0,Moderate,Minimal,94,2,No,Yes
12566,2018,Borno,Tourism,Micro (1-9),1933540.21,Smart Agriculture; Mobile Payment System,0.125,Financial Constraints; Limited R&D Investment; Regulatory Barriers; Technology Infrastructure; High Internet Costs; Power Supply Issues,2.75,12.95,11.96,-12.35,4.37,Difficult,Minimal,232,15,No,Yes
12567,2018,Akwa Ibom,Services,Micro (1-9),508436.21,Blockchain Technology; Telemedicine; CRM Systems; Smart Agriculture,0.25,Financial Constraints; Regulatory Barriers; Digital Literacy; Market Access,1.46,6.66,14.73,-0.4,3.35,Very Difficult,Minimal,185,15,Yes,Yes
12568,2018,Zamfara,Construction,Micro (1-9),224782.29,Cloud Computing,0.062,Power Supply Issues; Technical Skills Gap; Infrastructure Limitations; High Internet Costs,2.1,17.62,2.28,18.23,2.55,Difficult,Minimal,173,19,No,No
12569,2018,Kebbi,Education,Small (10-49),61893.19,Social Media Marketing; Supply Chain Management; CRM Systems; Blockchain Technology,0.25,Technology Infrastructure; Government Policy Uncertainty; Limited R&D Investment; Limited Technical Support; Competition from Large Firms; Infrastructure Limitations,3.4,18.77,5.27,3.9,3.23,Difficult,Minimal,169,1,Yes,No
12570,2018,Katsina,Retail,Micro (1-9),11634.03,E-commerce Platform; Digital Marketing,0.125,Competition from Large Firms; Financial Constraints; Technical Skills Gap; Limited R&D Investment; Limited Technical Support; Technology Infrastructure,3.68,29.36,9.84,11.28,1.59,Easy,Minimal,184,17,No,Yes
12571,2018,Adamawa,Services,Small (10-49),1425324.2,Supply Chain Management; Blockchain Technology; Online Learning Platform; Financial Technology,0.25,Competition from Large Firms; Talent Acquisition; Market Access; Regulatory Barriers; Digital Literacy; Access to Credit,1.34,-8.8,12.34,11.1,1.0,Moderate,None,151,22,No,No
12572,2018,Abia,Retail,Medium (50-249),35570071.72,Financial Technology; Mobile Payment System; Automation Software; Online Learning Platform; AI/ML Tools,0.312,Talent Acquisition; High Internet Costs; Power Supply Issues; Digital Literacy; Access to Credit,3.99,24.56,6.44,-7.08,1.49,Easy,Moderate,176,12,No,Yes
12573,2018,Delta,Retail,Small (10-49),307690.59,Financial Technology; Automation Software; IoT Solutions; Smart Agriculture; Mobile Payment System,0.312,Digital Literacy; Market Access; Talent Acquisition; Limited R&D Investment; Financial Constraints,2.97,15.62,18.67,12.48,5.0,Difficult,Moderate,243,13,Yes,Yes
12574,2018,Niger,Energy,Small (10-49),189614.85,Blockchain Technology; Data Analytics,0.125,Access to Credit; Technical Skills Gap; Technology Infrastructure; Power Supply Issues; Government Policy Uncertainty; Market Access,3.21,17.05,29.19,18.83,3.96,Moderate,Minimal,243,25,Yes,Yes
12575,2018,Taraba,Real Estate,Micro (1-9),210037.83,AI/ML Tools; Smart Agriculture; Data Analytics; Social Media Marketing; Supply Chain Management,0.312,Access to Credit,3.2,23.12,1.18,-6.04,1.51,Easy,None,169,20,Yes,No
12576,2018,Ekiti,Food & Beverage,Small (10-49),372176.37,E-commerce Platform; CRM Systems,0.125,Limited Technical Support; Talent Acquisition,4.66,7.44,8.09,8.28,3.87,Difficult,Minimal,162,5,No,No
12577,2018,Bayelsa,Technology,Small (10-49),124555.25,Telemedicine; Data Analytics; Mobile Payment System; Supply Chain Management; E-commerce Platform,0.312,High Internet Costs; Technical Skills Gap; Limited Technical Support; Limited R&D Investment; Market Access,4.63,6.44,5.02,-1.57,2.31,Difficult,Minimal,197,4,No,Yes
12578,2018,Bauchi,Energy,Micro (1-9),412387.71,Smart Agriculture; Blockchain Technology; IoT Solutions,0.188,Government Policy Uncertainty; Limited Technical Support,4.68,16.8,8.43,7.61,1.72,Moderate,Minimal,244,14,Yes,Yes
12579,2018,Lagos,Technology,Small (10-49),35956.21,Mobile Payment System,0.062,Financial Constraints,2.1,-15.08,14.31,-7.81,2.84,Moderate,Minimal,111,10,No,No
12580,2018,Delta,Education,Small (10-49),509592.79,Social Media Marketing; Cloud Computing; Automation Software; Digital Marketing,0.25,Power Supply Issues; Talent Acquisition; Digital Literacy; Government Policy Uncertainty; Access to Credit; Technology Infrastructure; Technical Skills Gap,3.22,-25.36,21.34,-2.03,3.64,Difficult,Minimal,250,14,Yes,No
12581,2018,Benue,Food & Beverage,Small (10-49),737791.24,Supply Chain Management; Blockchain Technology; Digital Marketing; Mobile Payment System,0.25,Technology Infrastructure; Access to Credit; Talent Acquisition,1.49,16.18,7.69,-20.98,4.63,Difficult,Minimal,39,20,Yes,No
12582,2018,Sokoto,Construction,Micro (1-9),903150.89,Smart Agriculture; IoT Solutions; Social Media Marketing; Data Analytics; Blockchain Technology,0.312,Access to Credit; Talent Acquisition; Competition from Large Firms,1.34,-21.97,9.73,24.94,5.0,Moderate,Moderate,99,18,No,Yes
12583,2018,Bayelsa,Energy,Micro (1-9),94316.28,Smart Agriculture; Digital Marketing; Supply Chain Management; Online Learning Platform; E-commerce Platform,0.312,Talent Acquisition; Digital Literacy; Technology Infrastructure; Power Supply Issues,3.28,10.02,12.81,3.92,4.34,Very Difficult,Moderate,168,7,No,Yes
12584,2018,Borno,Construction,Micro (1-9),91932.96,Supply Chain Management,0.062,Technology Infrastructure; Talent Acquisition; Power Supply Issues; Market Access; Digital Literacy; Regulatory Barriers,2.56,12.05,6.78,10.98,2.48,Moderate,Minimal,32,23,Yes,Yes
12585,2018,Jigawa,Retail,Micro (1-9),115921.39,,0.0,Market Access,1.07,0.01,16.99,0.69,2.14,Moderate,None,144,9,Yes,Yes
12586,2018,Benue,Services,Micro (1-9),62996.45,Mobile Payment System; Telemedicine; E-commerce Platform; Digital Marketing,0.25,Infrastructure Limitations; Digital Literacy,3.17,19.59,7.76,-11.54,5.0,Easy,Moderate,164,3,No,Yes
12587,2018,Anambra,Food & Beverage,Micro (1-9),191122.38,,0.0,Technology Infrastructure; High Internet Costs; Access to Credit; Regulatory Barriers; Market Access; Power Supply Issues; Digital Literacy; Limited Technical Support,2.13,39.51,5.65,-6.29,1.9,Difficult,Moderate,168,6,No,No
12588,2018,Kogi,Financial Services,Micro (1-9),329778.1,Automation Software; Smart Agriculture; Cloud Computing; E-commerce Platform; Online Learning Platform,0.312,High Internet Costs,4.64,9.86,-0.2,28.85,5.0,Easy,None,165,21,Yes,No
12589,2018,Sokoto,Manufacturing,Micro (1-9),231982.78,Financial Technology; Mobile Payment System; Online Learning Platform; Social Media Marketing,0.25,Limited Technical Support; Talent Acquisition; High Internet Costs,1.37,18.36,22.34,12.91,2.53,Very Difficult,Moderate,85,16,Yes,Yes
12590,2018,Kwara,Tourism,Micro (1-9),697595.16,Telemedicine; Cloud Computing; AI/ML Tools,0.188,Technical Skills Gap; Digital Literacy; Talent Acquisition; Competition from Large Firms; High Internet Costs; Infrastructure Limitations,1.62,1.84,8.12,6.09,4.64,Moderate,None,29,15,No,Yes
12591,2018,Cross River,Mining,Micro (1-9),85622.88,Online Learning Platform; Automation Software; Mobile Payment System; IoT Solutions; Digital Marketing,0.312,Power Supply Issues; Digital Literacy; Limited R&D Investment; Regulatory Barriers; Market Access; Technical Skills Gap; Talent Acquisition,2.82,24.86,17.16,36.7,4.77,Difficult,None,136,1,Yes,Yes
12592,2018,Rivers,Tourism,Small (10-49),371625.34,AI/ML Tools; Online Learning Platform; Automation Software; Data Analytics; Telemedicine,0.312,High Internet Costs,1.29,13.3,14.64,6.08,5.0,Moderate,None,128,6,Yes,No
12593,2018,Imo,Tourism,Micro (1-9),513356.23,Blockchain Technology; Cloud Computing; AI/ML Tools; IoT Solutions; Telemedicine,0.312,High Internet Costs,3.63,-10.65,16.13,8.57,5.0,Easy,Minimal,29,1,Yes,Yes
12594,2018,Enugu,Agriculture,Medium (50-249),1131751.65,Social Media Marketing; Mobile Payment System; IoT Solutions; Digital Marketing,0.25,Digital Literacy; Financial Constraints; Infrastructure Limitations; Technology Infrastructure; Regulatory Barriers; Access to Credit,4.44,3.99,17.06,13.36,1.95,Easy,Moderate,83,13,Yes,Yes
12595,2018,Osun,Manufacturing,Micro (1-9),237800.74,,0.0,Technical Skills Gap; Regulatory Barriers; Power Supply Issues; Infrastructure Limitations; High Internet Costs; Competition from Large Firms; Access to Credit; Market Access,2.62,-5.85,24.37,-7.4,5.0,Difficult,Minimal,203,10,No,Yes
12596,2018,Osun,Agriculture,Micro (1-9),13226.53,IoT Solutions; E-commerce Platform; Mobile Payment System; Blockchain Technology; Online Learning Platform,0.312,Limited Technical Support,4.69,18.02,-2.88,-0.83,5.0,Very Difficult,Minimal,9,21,Yes,No
12597,2018,Taraba,Energy,Micro (1-9),322518.67,Automation Software; Supply Chain Management; IoT Solutions; Blockchain Technology,0.25,Financial Constraints; Limited Technical Support; Regulatory Barriers; Infrastructure Limitations; High Internet Costs; Digital Literacy,4.82,33.8,20.06,15.45,3.63,Difficult,Significant,41,22,No,No
12598,2018,Kebbi,Real Estate,Micro (1-9),441947.5,Telemedicine; Digital Marketing,0.125,Infrastructure Limitations; Limited R&D Investment,4.84,-15.72,10.68,25.73,3.67,Easy,Minimal,43,21,No,No
12599,2018,Rivers,Mining,Micro (1-9),37764.43,CRM Systems; Social Media Marketing; Data Analytics,0.188,Infrastructure Limitations; Government Policy Uncertainty,3.06,-22.26,7.2,6.89,2.18,Moderate,None,83,23,Yes,Yes
12600,2018,Enugu,Transportation,Micro (1-9),3648777.22,CRM Systems; IoT Solutions; Cloud Computing; Smart Agriculture,0.25,Technology Infrastructure; Regulatory Barriers; Financial Constraints; Competition from Large Firms; Digital Literacy; Limited Technical Support,1.01,16.46,24.08,2.3,4.52,Moderate,Moderate,155,12,Yes,Yes
12601,2018,Lagos,Healthcare,Micro (1-9),79002.1,Telemedicine; Blockchain Technology,0.125,Competition from Large Firms; Access to Credit,1.94,16.76,15.44,12.63,4.59,Very Difficult,Significant,98,13,Yes,Yes
12602,2018,Akwa Ibom,Mining,Small (10-49),638517.49,Data Analytics,0.062,Access to Credit; Regulatory Barriers; Competition from Large Firms; Market Access,1.79,4.83,-6.62,0.35,5.0,Very Difficult,Moderate,72,20,No,Yes
12603,2018,Taraba,Services,Micro (1-9),1791722.97,Financial Technology; Data Analytics; Smart Agriculture; Telemedicine; Digital Marketing,0.312,Market Access; Regulatory Barriers; Financial Constraints; Technology Infrastructure; Limited Technical Support; High Internet Costs; Access to Credit,2.72,23.97,11.19,24.42,2.33,Moderate,Moderate,152,20,No,Yes
12604,2018,Adamawa,Energy,Micro (1-9),598814.67,Blockchain Technology; Telemedicine; Automation Software; Online Learning Platform; Smart Agriculture,0.312,Financial Constraints; Power Supply Issues; Competition from Large Firms; Infrastructure Limitations; Limited R&D Investment; Technology Infrastructure; Market Access,5.0,3.94,13.51,-9.72,3.03,Very Difficult,None,217,23,No,No
12605,2018,Jigawa,Financial Services,Micro (1-9),289185.83,Blockchain Technology; Smart Agriculture; Social Media Marketing; Financial Technology; CRM Systems,0.312,Competition from Large Firms; Limited Technical Support; High Internet Costs; Talent Acquisition,2.11,2.73,14.59,5.54,1.0,Difficult,None,172,1,Yes,No
12606,2018,Taraba,Real Estate,Medium (50-249),743720.55,Supply Chain Management,0.062,Market Access; Limited R&D Investment; Power Supply Issues; Infrastructure Limitations,1.82,27.86,-4.77,-15.65,2.25,Difficult,None,30,25,Yes,Yes
12607,2018,Sokoto,Food & Beverage,Micro (1-9),62638.8,Social Media Marketing; Telemedicine,0.125,Infrastructure Limitations; Market Access,4.14,-3.96,4.57,6.8,5.0,Difficult,Minimal,53,21,No,Yes
12608,2018,Abia,Real Estate,Micro (1-9),98097.69,Financial Technology; Cloud Computing; Mobile Payment System,0.188,Competition from Large Firms; Access to Credit; Financial Constraints; Limited Technical Support; Government Policy Uncertainty; Technical Skills Gap,3.02,11.55,9.69,31.17,1.25,Difficult,Moderate,189,9,No,No
12609,2018,Ekiti,Agriculture,Micro (1-9),224306.8,Automation Software; Cloud Computing; AI/ML Tools,0.188,High Internet Costs; Access to Credit,2.22,40.12,0.89,-2.71,1.0,Moderate,None,161,23,No,Yes
12610,2018,Edo,Real Estate,Small (10-49),229348.92,Telemedicine; Mobile Payment System; Automation Software; IoT Solutions,0.25,Government Policy Uncertainty; Talent Acquisition,4.22,4.65,19.45,14.17,3.31,Difficult,None,136,25,No,Yes
12611,2018,Oyo,Healthcare,Micro (1-9),39589.11,Smart Agriculture; Social Media Marketing; Financial Technology,0.188,Access to Credit; Limited Technical Support,2.32,0.2,10.64,19.04,2.7,Difficult,None,158,14,Yes,Yes
12612,2018,Ondo,Energy,Small (10-49),1984941.97,,0.0,Infrastructure Limitations; Competition from Large Firms; Limited R&D Investment,3.98,-20.51,1.4,6.3,5.0,Very Difficult,None,57,13,Yes,Yes
12613,2018,Plateau,Real Estate,Small (10-49),283113.79,Automation Software; E-commerce Platform; Mobile Payment System; Digital Marketing; Smart Agriculture,0.312,Regulatory Barriers,4.12,16.21,-5.38,-3.3,1.79,Moderate,None,76,20,Yes,No
